title,english_title,type,episodes,duration,source,season,genres,tags,score,start_date,country_of_origin
Kiss Dum: ENGAGE planet,,TV,26.0,24.0,ORIGINAL,SPRING,Mecha;Sci-Fi,Military;Post-Apocalyptic;Henshin,60.0,2007-04-04,JP
Sakura Taisen: New York,Sakura Wars: New York,OVA,6.0,30.0,OTHER,SPRING,Adventure;Comedy;Mecha;Supernatural,Acting;Anachronism;Crossdressing;Steampunk;Primarily Female Cast;Male Protagonist;Real Robot;Musical Theater;Ensemble Cast;Demons,61.0,2007-04-04,JP
Wellber no Monogatari: Sisters of Wellber,,TV,13.0,24.0,ORIGINAL,SPRING,Action;Adventure;Comedy;Drama;Fantasy,Historical;Female Protagonist;Urban Fantasy;Swordplay;Fugitive;Tanks;Steampunk;CGI;Revenge;Nudity,62.0,2007-04-04,JP
CLAYMORE,Claymore,TV,26.0,23.0,MANGA,SPRING,Action;Adventure;Fantasy;Horror,Swordplay;Female Protagonist;Revenge;Primarily Female Cast;Gore;Demons;Kuudere;Primarily Adult Cast;Super Power;Tomboy,74.0,2007-04-04,JP
Over Drive,,TV,26.0,24.0,MANGA,SPRING,Sports,Cycling;Shounen;Male Protagonist;Bullying;Primarily Male Cast,70.0,2007-04-04,JP
Yasai no Yousei: N.Y.SALAD,,TV_SHORT,26.0,5.0,OTHER,SPRING,,Kids;Full CGI,53.0,2007-04-05,JP
Koutetsushin Jeeg,,TV,13.0,23.0,ORIGINAL,SPRING,Mecha;Sci-Fi,Super Robot;Male Protagonist;Motorcycles;Nudity,67.0,2007-04-05,JP
Nagasarete Airantou,Nagasarete Airanto,TV,26.0,24.0,MANGA,SPRING,Comedy;Ecchi;Fantasy;Romance,Female Harem;Primarily Female Cast;Rural;Shrine Maiden;Animals;Shounen;Kuudere,67.0,2007-04-05,JP
Kishin Taisen Gigantic Formula,,TV,26.0,24.0,ORIGINAL,SPRING,Mecha;Sci-Fi,Super Robot;Military;Gods;War;Post-Apocalyptic;Coming of Age;Conspiracy;CGI;Politics,61.0,2007-04-05,JP
Bakugan Battle Brawlers,Bakugan Battle Brawlers,TV,52.0,24.0,ORIGINAL,SPRING,Action;Fantasy,Card Battle;Kaiju;Kids;Dragons;Primarily Child Cast;Proxy Battle;Dissociative Identities;Isekai;CGI,62.0,2007-04-05,JP
Romeo x Juliet,,TV,24.0,24.0,OTHER,SPRING,Drama;Fantasy;Romance,Classic Literature;Politics;Revenge;Historical;Crossdressing;Swordplay;Female Protagonist;Gender Bending;Kuudere;Medieval,71.0,2007-04-05,JP
DARKER THAN BLACK: Kuro no Keiyakusha,Darker than Black,TV,25.0,24.0,ORIGINAL,SPRING,Action;Mystery;Sci-Fi,Super Power;Anti-Hero;Crime;Noir;Urban;Assassins;Conspiracy;Terrorism;Urban Fantasy;Police,77.0,2007-04-06,JP
Koutetsu Sangokushi,,TV,25.0,24.0,OTHER,SPRING,Adventure,Historical;Foreign;Swordplay;Primarily Male Cast,53.0,2007-04-06,JP
Kamichama Karin,,TV,26.0,24.0,MANGA,SPRING,Comedy;Fantasy;Mahou Shoujo,Magic;Gods;Shoujo;Primarily Child Cast;Henshin;Love Triangle;School;Super Power;Female Protagonist;LGBTQ+ Themes,66.0,2007-04-06,JP
Seirei no Moribito,Moribito: Guardian of the Spirit,TV,26.0,25.0,OTHER,SPRING,Action;Adventure;Fantasy,Spearplay;Fugitive;Mythology;Female Protagonist;Historical;Found Family;Primarily Adult Cast;Swordplay;Politics;Magic,79.0,2007-04-07,JP
Lovely★Complex,Lovely Complex,TV,24.0,24.0,MANGA,SPRING,Comedy;Romance;Slice of Life,Female Protagonist;Shoujo;School;Primarily Teen Cast;Slapstick;Heterosexual;Tsundere;Tomboy;Basketball;LGBTQ+ Themes,78.0,2007-04-07,JP
Shining Tears X Wind,Shining Tears X Wind,TV,13.0,24.0,VIDEO_GAME,SPRING,Action;Adventure;Fantasy,Isekai;Magic;Nekomimi;School,59.0,2007-04-07,JP
Terra e... (TV),Toward the Terra (TV),TV,24.0,24.0,MANGA,SPRING,Action;Drama;Sci-Fi,Space;Shounen;Fugitive;Space Opera;Super Power;Philosophy;Male Protagonist;Artificial Intelligence;Memory Manipulation;Disability,75.0,2007-04-07,JP
Saiunkoku Monogatari 2nd Season,The Story of Saiunkoku Second Series,TV,39.0,25.0,LIGHT_NOVEL,SPRING,Adventure;Comedy;Drama;Fantasy;Romance,Historical;Politics;Foreign;Shoujo;Philosophy;Mythology;Unrequited Love;Royal Affairs;Ancient China;Kingdom Management,75.0,2007-04-07,JP
Kiddy Grade: Kakusei-hen,Kiddy Grade: Ignition,MOVIE,1.0,84.0,ORIGINAL,SPRING,Action;Mecha;Sci-Fi,Space;Super Power,64.0,2007-04-07,JP
sola,,TV,13.0,24.0,MANGA,SPRING,Drama;Romance;Slice of Life;Supernatural,Urban Fantasy;Memory Manipulation;Love Triangle;Super Power;Amnesia;Kuudere;Heterosexual;Coastal;Seinen;Youkai,67.0,2007-04-07,JP
Kaze no Shoujo Emily,,TV,26.0,25.0,OTHER,SPRING,Drama;Slice of Life,Historical;Female Protagonist;Rural;Classic Literature;Coming of Age;Primarily Child Cast;Family Life;Writing;Tomboy;Foreign,68.0,2007-04-07,JP
Blue Dragon,,TV,51.0,25.0,VIDEO_GAME,SPRING,Adventure;Comedy;Fantasy;Supernatural,Dragons;Super Power;Primarily Child Cast;Male Protagonist;Goblin;Kids,60.0,2007-04-07,JP
Furusato JAPAN,Japan,MOVIE,1.0,96.0,ORIGINAL,SPRING,,Historical,57.0,2007-04-07,JP
Lucky☆Star,Lucky☆Star,TV,24.0,24.0,MANGA,SPRING,Comedy;Slice of Life,Cute Girls Doing Cute Things;Female Protagonist;Primarily Female Cast;Parody;Otaku Culture;Primarily Teen Cast;School;Ensemble Cast;Meta;Episodic,75.0,2007-04-08,JP
Bokurano,Bokurano,TV,24.0,23.0,MANGA,SPRING,Drama;Mecha;Psychological;Sci-Fi,Ensemble Cast;Super Robot;Philosophy;Denpa;Military;Death Game;Aliens;Politics;Seinen;Yakuza,73.0,2007-04-09,JP
Zero Duel Masters,,TV,12.0,23.0,ORIGINAL,SPRING,Adventure;Comedy;Sports,Card Battle;Shounen;Dragons;Dinosaurs,52.0,2007-04-09,JP
Kaze no Stigma,Kaze no Stigma,TV,24.0,24.0,LIGHT_NOVEL,SPRING,Action;Drama;Fantasy;Romance,Magic;Tsundere;Urban Fantasy;Heterosexual;Incest;Revenge;Love Triangle;Male Protagonist;Coastal;Dragons,67.0,2007-04-13,JP
Ookiku Furikabutte,Big Windup!,TV,25.0,25.0,MANGA,SPRING,Comedy;Sports,Baseball;School Club;Primarily Male Cast;Seinen;Male Protagonist;Coming of Age;Primarily Teen Cast;School;Bullying;Cheerleading,76.0,2007-04-13,JP
Kaibutsu Oujo,Princess Resurrection,TV,25.0,24.0,MANGA,SPRING,Action;Comedy;Horror;Supernatural,Shounen;Monster Girl;Female Harem;Vampire;Robots;Kemonomimi;Kuudere;Tomboy;Maids;Dullahan,65.0,2007-04-13,JP
Classmate no Okaasan,My Classmate's Mother,OVA,2.0,30.0,VISUAL_NOVEL,SPRING,Hentai,School,54.0,2007-04-13,JP
Spider Riders: Yomigaeru Taiyou,Spider Riders: Resurrected Sun,TV,26.0,23.0,OTHER,SPRING,Action;Adventure;Mecha,Kids,61.0,2007-04-14,JP
Eikoku Koi Monogatari Emma: Molders-hen,Emma: A Victorian Romance Second Act,TV,12.0,25.0,MANGA,SPRING,Drama;Romance;Slice of Life,Historical;Maids;Foreign;Heterosexual;Butler;Work;Ojou-sama;Seinen;Primarily Adult Cast;Female Protagonist,76.0,2007-04-17,JP
Pico to Chico,,OVA,1.0,35.0,ORIGINAL,SPRING,Hentai,Boys' Love;Crossdressing;Anal Sex;Femboy;LGBTQ+ Themes;Fellatio;Primarily Male Cast;Voyeur;Male Protagonist;Primarily Child Cast,35.0,2007-04-19,JP
Shakugan no Shana Movie,Shakugan no Shana: The Movie,MOVIE,1.0,90.0,LIGHT_NOVEL,SPRING,Action;Adventure;Drama;Fantasy;Romance;Supernatural,Tsundere;Urban Fantasy;Male Protagonist;Super Power;School;Female Protagonist;Kuudere;Love Triangle,71.0,2007-04-21,JP
Inukami! THE MOVIE: Tokumei Reiteki Sousakan Karina Shirou!,Inukami! The Movie: Spiritual Investigator Shiro Karina!,MOVIE,1.0,27.0,LIGHT_NOVEL,SPRING,Comedy;Ecchi;Romance;Supernatural,Magic,64.0,2007-04-21,JP
Kino no Tabi: the Beautiful World - Byouki no Kuni: For You,,MOVIE,1.0,29.0,LIGHT_NOVEL,SPRING,Adventure;Drama;Fantasy,Philosophy;Female Protagonist;Foreign;Motorcycles;Agender;Agriculture;Kuudere,75.0,2007-04-21,JP
Crayon Shin-chan: Arashi wo Yobu Utau Ketsu dake Bakudan!,,MOVIE,1.0,105.0,MANGA,SPRING,Comedy;Ecchi,Space;School;Seinen,65.0,2007-04-21,JP
Meitantei Conan: Konpeki no Hitsugi (Jolly Roger),Case Closed: Jolly Roger in the Deep Azure,MOVIE,1.0,105.0,ORIGINAL,SPRING,Mystery,Detective;Ships;Age Regression;Shounen;Police;Male Protagonist;Pirates;Coastal,72.0,2007-04-21,JP
AIKa R-16: VIRGIN MISSION,AIKa R-16: VIRGIN MISSION,OVA,3.0,25.0,ORIGINAL,SPRING,Action;Comedy;Ecchi,Nudity;Female Protagonist;Primarily Female Cast;Teacher;Coastal;School Club;School;Ships;Guns;CGI,54.0,2007-04-25,JP
Offside Girl,,OVA,2.0,16.0,MANGA,SPRING,Hentai;Sports,Football;School;Large Breasts;Public Sex;Heterosexual;Unrequited Love;Bisexual;School Club;Female Protagonist;Fellatio,30.0,2007-04-25,JP
Dokidoki Oyako Lesson: Oshiete♪ H na Obenkyou,,OVA,2.0,30.0,VISUAL_NOVEL,SPRING,Hentai,Teacher;Large Breasts;Defloration;Group Sex;Female Harem;Male Protagonist;MILF;Primarily Female Cast;Bisexual;LGBTQ+ Themes,61.0,2007-04-25,JP
Enyoku,,OVA,1.0,26.0,MANGA,SPRING,Hentai,Anal Sex,56.0,2007-04-25,JP
Kateikyoushi no Onee-san THE ANIMATION: H no Hensachi Agechaimasu,,OVA,2.0,30.0,VISUAL_NOVEL,SPRING,Hentai;Romance,Teacher;Voyeur;Large Breasts;Female Harem,66.0,2007-04-27,JP
Hokuto no Ken: Raoh Gaiden Gekitou-hen,Fist of the North Star: The Legend of the True Savior: Legend of Raoh: Chapter of Fierce Fighting,MOVIE,1.0,89.0,OTHER,SPRING,Action;Adventure;Romance,Martial Arts;Post-Apocalyptic;War;Military;Shounen,72.0,2007-04-28,JP
Saiyuuki RELOAD: burial,,OVA,3.0,30.0,MANGA,SPRING,Action;Adventure;Drama;Fantasy,Josei,69.0,2007-04-28,JP
SKULL MAN,The Skull Man,TV,13.0,23.0,MANGA,SPRING,Action;Mystery,Religion;Anti-Hero;Dystopian;Primarily Adult Cast;Urban;Detective;Gore;Guns;Male Protagonist;Police,62.0,2007-04-29,JP
Taichi Senjimon,Tai Chi Chasers,TV,39.0,25.0,OTHER,SPRING,Action;Adventure;Fantasy,Magic;Primarily Child Cast;Male Protagonist;Primarily Male Cast;Kids;Episodic,52.0,2007-04-29,JP
Koukaku Kidoutai: STAND ALONE COMPLEX - Tachikoma na Hibi,Ghost in the Shell: Stand Alone Complex: Tachikomatic Days,TV_SHORT,12.0,3.0,OTHER,SPRING,Comedy;Mecha;Sci-Fi,Tanks;Kuudere,63.0,2007-05-02,JP
Dennou Coil,Den-noh Coil,TV,26.0,25.0,ORIGINAL,SPRING,Adventure;Comedy;Drama;Mystery;Sci-Fi,Augmented Reality;Urban;Primarily Child Cast;Female Protagonist;Amnesia;Denpa;Philosophy;Coming of Age;Software Development;Conspiracy,77.0,2007-05-12,JP
Shin SOS Dai Tokyo Tankentai,,MOVIE,1.0,40.0,MANGA,SPRING,Adventure,Full CGI;Tanks;Primarily Child Cast;Urban,49.0,2007-05-19,JP
Revbahaf Wang-gug Jaegeon-soelgi,,TV,26.0,20.0,OTHER,SPRING,Comedy;Drama,,61.0,2007-05-21,KR
Souten no Ken OVA,Fist of the Blue Sky OVA,OVA,4.0,30.0,OTHER,SPRING,Action,Mafia;Martial Arts;Foreign;Shounen;Historical,54.0,2007-05-24,JP
Makai Tenshi Djibril: episode 2,Jiburiru: Second Coming,OVA,4.0,30.0,VISUAL_NOVEL,SPRING,Hentai,Angels;Female Protagonist;Super Power;Magic;Tentacles;LGBTQ+ Themes;Yuri,57.0,2007-05-25,JP
Hatsu Inu the Animation,,OVA,2.0,30.0,MANGA,SPRING,Hentai,Sex Toys;Public Sex;Heterosexual;Nakadashi;Surreal Comedy;School;Fellatio;Drugs;Female Protagonist;Male Protagonist,67.0,2007-05-25,JP
ICE,,OVA,3.0,37.0,ORIGINAL,SPRING,Action;Sci-Fi,Military;Yuri;Philosophy;Dystopian;Post-Apocalyptic;Conspiracy;Body Horror;Politics;Primarily Female Cast;Female Protagonist,47.0,2007-05-25,JP
Hokuro Kyodai Full Throttle,,ONA,7.0,5.0,OTHER,SPRING,Comedy,,36.0,2007-05-25,JP
Kakyuusei 2: Sketchbook,,OVA,2.0,30.0,VISUAL_NOVEL,SPRING,Hentai,,62.0,2007-05-25,JP
Kiddy GiRL-AND Pilot,,OVA,1.0,6.0,ORIGINAL,SPRING,Action;Sci-Fi,Primarily Female Cast;Robots;Space;Military;Super Power,58.0,2007-05-25,JP
Sousei no Aquarion OVA,Genesis of Aquarion OVA,OVA,2.0,54.0,ORIGINAL,SPRING,Action;Mecha;Romance;Sci-Fi;Supernatural,Super Power,66.0,2007-05-25,JP
Dorei Maid Princess,,OVA,4.0,30.0,VISUAL_NOVEL,SPRING,Fantasy;Hentai,Tentacles;Rape;Netorare;Maids,56.0,2007-05-26,JP
Initial D BATTLE STAGE 2,,OVA,1.0,80.0,MANGA,SPRING,Action;Sports,Cars;Rural;CGI;Male Protagonist;Seinen,73.0,2007-05-30,JP
Nanami-chan 4,,TV_SHORT,16.0,5.0,OTHER,SPRING,,Kids,53.0,2007-06-01,JP
Tales of Symphonia THE ANIMATION: Sylvarant-hen,Tales of Symphonia: The Animation - Sylvarant Arc,OVA,4.0,32.0,VIDEO_GAME,SUMMER,Action;Adventure;Fantasy,Magic;Swordplay;Male Protagonist;Elf;Angels;Cult;Slavery,68.0,2007-06-08,JP
Issunboushi,The Erotic Adventures Of Tom Thumb!,OVA,2.0,30.0,ORIGINAL,SUMMER,Hentai,Teacher;Masturbation;Handjob;Fellatio;Female Harem;Irrumatio,51.0,2007-06-08,JP
Treasure Gaust,,TV_SHORT,5.0,5.0,VIDEO_GAME,SUMMER,,Full CGI,53.0,2007-06-11,JP
Devil May Cry,Devil May Cry,TV,12.0,24.0,VIDEO_GAME,SUMMER,Action;Fantasy,Demons;Male Protagonist;Body Horror;Video Games;Guns;Episodic;Gore,66.0,2007-06-14,JP
Wangan Midnight,,TV,26.0,25.0,MANGA,SUMMER,Action;Sports,Cars;Urban;Male Protagonist;Seinen;Primarily Adult Cast;Photography;CGI,71.0,2007-06-15,JP
Dennou Senshi Dokan-kun: Champ Dokan,,OVA,1.0,5.0,ORIGINAL,SPRING,Comedy,,49.0,2007-06-20,JP
Sylvanian Families,Sylvanian Families,OVA,3.0,25.0,OTHER,SUMMER,Comedy;Fantasy,Kids;Animals;Full CGI;Anthropomorphism;Magic;Outdoor Activities;Rural;Primarily Animal Cast;Acting;Family Life,42.0,2007-06-20,JP
MAGICAL WITCH ACADEMY: Boku to Sensei no Magical Lesson - The Animation,,OVA,2.0,30.0,VISUAL_NOVEL,SUMMER,Hentai,Magic;Tentacles;Succubus;Futanari,52.0,2007-06-22,JP
Choisuji,,OVA,2.0,30.0,MANGA,SUMMER,Hentai,School;Episodic;Anthology;Public Sex;Flat Chest;Fellatio;Handjob;Yuri;Squirting;Cunnilingus,52.0,2007-06-22,JP
Tennis no Ouji-sama: Zenkoku Taikai-hen Semifinal,,OVA,6.0,23.0,MANGA,SUMMER,Action;Comedy;Sports,Tennis;Shounen;Male Protagonist;Primarily Male Cast;Primarily Teen Cast;School Club;Super Power,75.0,2007-06-22,JP
Kiddy Grade: Hanran-hen,Kiddy Grade: Maelstrom,MOVIE,1.0,95.0,ORIGINAL,SUMMER,Action;Mecha;Sci-Fi,Nudity;Super Power,64.0,2007-06-23,JP
Tetsuko no Tabi,,TV,13.0,20.0,MANGA,SUMMER,Comedy,Trains;Seinen,52.0,2007-06-24,JP
Denki Musoubana: Electric Full Flower Garden,,OVA,2.0,16.0,MANGA,SUMMER,Hentai,,36.0,2007-06-25,JP
Rensa Byoutou,,OVA,2.0,30.0,VISUAL_NOVEL,SUMMER,Hentai,Female Harem;Rape;Large Breasts;Revenge;Public Sex;Nakadashi;Netori;Male Protagonist;Primarily Adult Cast;Defloration,57.0,2007-06-25,JP
Seisen Gakuin,Holy Sleazy School,OVA,1.0,18.0,ORIGINAL,SUMMER,Hentai,Masturbation;Teacher;Fellatio;School;Defloration;Virginity;Swimming;Nakadashi;Irrumatio;Rape,47.0,2007-06-25,JP
Gakuen 2,,OVA,2.0,29.0,VISUAL_NOVEL,SUMMER,Hentai,School;Bondage;Blackmail,53.0,2007-06-29,JP
Sekishoku Elegy,,OVA,1.0,27.0,MANGA,SUMMER,Romance,Female Protagonist;Male Protagonist,52.0,2007-06-29,JP
Nanatsu-iro★Drops,,TV,12.0,24.0,VISUAL_NOVEL,SUMMER,Fantasy;Mahou Shoujo;Romance,Magic;School;Female Protagonist;Urban Fantasy;Primarily Teen Cast;Heterosexual;Chibi;Henshin;Memory Manipulation;Love Triangle,66.0,2007-07-03,JP
Doujin Work,Dojin Work,TV_SHORT,12.0,14.0,MANGA,SUMMER,Comedy;Slice of Life,Drawing;Female Protagonist;Meta;Otaku Culture;Kuudere,63.0,2007-07-04,JP
BUZZER BEATER (2007),,TV,13.0,25.0,MANGA,SUMMER,Action;Sci-Fi;Sports,Basketball;Aliens;Shounen,63.0,2007-07-04,JP
CODE-E,,TV,12.0,24.0,ORIGINAL,SUMMER,Comedy;Romance;Sci-Fi;Slice of Life,School;Female Protagonist;Male Protagonist,60.0,2007-07-04,JP
Kenkou Zenrakei Suieibu Umishou,,TV,13.0,25.0,MANGA,SUMMER,Comedy;Ecchi;Sports,School;Swimming;School Club;Male Protagonist;Ensemble Cast;Nudity;Shounen;Primarily Teen Cast;Slapstick,66.0,2007-07-04,JP
Iblard Jikan,,OVA,1.0,30.0,ORIGINAL,SUMMER,Fantasy,Rural;Trains;Urban Fantasy;No Dialogue;CGI,63.0,2007-07-04,JP
School Days (TV),School Days (TV),TV,12.0,25.0,VISUAL_NOVEL,SUMMER,Drama;Psychological;Romance,Netorare;Love Triangle;Hypersexuality;Female Harem;School;Male Protagonist;Yandere;Heterosexual;Cheating;Primarily Teen Cast,49.0,2007-07-04,JP
Zombie-Loan,Zombie Loan,TV,11.0,23.0,MANGA,SUMMER,Action;Horror;Supernatural,Urban Fantasy;Zombie;Super Power;Shounen;Female Protagonist;Mafia;Gore;Kuudere,62.0,2007-07-04,JP
Happy Happy Clover,,TV,13.0,25.0,MANGA,SUMMER,Comedy;Fantasy;Slice of Life,Kids;Animals;Shoujo;Primarily Animal Cast;Kuudere;Work;Episodic,59.0,2007-07-06,JP
Higurashi no Naku Koro ni Kai,When They Cry Kai,TV,24.0,24.0,VISUAL_NOVEL,SUMMER,Horror;Mystery;Psychological;Supernatural;Thriller,Denpa;Time Loop;Conspiracy;Ensemble Cast;Rural;Torture;Female Protagonist;Gods;Twins;Urban Fantasy,80.0,2007-07-06,JP
Mushi-Uta,Mushi-Uta,TV,12.0,24.0,LIGHT_NOVEL,SUMMER,Action;Fantasy;Sci-Fi,Super Power;Male Protagonist,61.0,2007-07-06,JP
Sky Girls,,TV,26.0,24.0,ORIGINAL,SUMMER,Action;Mecha;Sci-Fi,Military;Aviation;Real Robot;Aliens;Female Protagonist;Primarily Female Cast;Cute Girls Doing Cute Things,66.0,2007-07-06,JP
Susume! Dokan-kun,,TV_SHORT,13.0,6.0,ORIGINAL,SUMMER,Comedy,,53.0,2007-07-07,JP
Potemayo,,TV,12.0,24.0,MANGA,SUMMER,Comedy,Surreal Comedy;Chibi;Seinen;School;Kuudere;Slapstick;LGBTQ+ Themes,69.0,2007-07-07,JP
Genius Party,,MOVIE,7.0,14.0,ORIGINAL,SUMMER,Action;Fantasy;Mecha;Music;Psychological;Romance;Sci-Fi,Anthology;CGI;Zombie;Aliens;Nudity;Episodic;No Dialogue;Mixed Media,66.0,2007-07-07,JP
Sayonara Zetsubou Sensei,"Sayonara, Zetsubou-Sensei",TV,12.0,24.0,MANGA,SUMMER,Comedy,Satire;Episodic;Surreal Comedy;Teacher;Suicide;Parody;School;Meta;Primarily Female Cast;Male Protagonist,76.0,2007-07-08,JP
Moetan,,TV,11.0,24.0,OTHER,SUMMER,Comedy;Ecchi;Mahou Shoujo,Magic;School;Otaku Culture;Educational;Parody;Henshin;Female Protagonist;Meta;Nudity;Cute Girls Doing Cute Things,60.0,2007-07-09,JP
Zero no Tsukaima: Futatsuki no Kishi,The Familiar of Zero: Knight of the Twin Moons,TV,12.0,24.0,LIGHT_NOVEL,SUMMER,Action;Adventure;Comedy;Ecchi;Fantasy;Romance,Isekai;Magic;Tsundere;War;Slavery;Politics;Female Harem;Heterosexual;School;Love Triangle,70.0,2007-07-09,JP
Mononoke,Mononoke,TV,12.0,22.0,ORIGINAL,SUMMER,Fantasy;Horror;Mystery;Psychological;Supernatural,Youkai;Demons;Ghost;Historical;Detective;Exorcism;Ensemble Cast;Anthology;Philosophy;Body Horror,81.0,2007-07-13,JP
Sore Ike! Anpanman: Horrorman to Hora Horako,,MOVIE,1.0,20.0,ORIGINAL,SUMMER,Comedy;Fantasy,Kids;Skeleton,73.0,2007-07-14,JP
Soreike! Anpanman: Shabondama no Purun,"Anpanman: Purun, the Soap Bubble",MOVIE,1.0,52.0,OTHER,SUMMER,Comedy;Fantasy,Kids;Super Power,73.0,2007-07-14,JP
Ginga Tetsudou 999: Hoshizora wa Time Machine,Galaxy Express 999: The Starlit Sky is a Time Machine,MOVIE,1.0,32.0,OTHER,SUMMER,Drama;Sci-Fi,Trains,73.0,2007-07-14,JP
Pocket Monsters Diamond & Pearl: Dialga VS Palkia VS Darkrai,Pokémon: The Rise of Darkrai,MOVIE,1.0,90.0,VIDEO_GAME,SUMMER,Action;Adventure;Comedy;Drama;Fantasy,Primarily Child Cast;Dragons;Animals;Proxy Battle;Creature Taming;Male Protagonist;CGI;Kids,71.0,2007-07-15,JP
Tokyo Loop,,MOVIE,1.0,75.0,ORIGINAL,SUMMER,Comedy,Anthology;Mixed Media;Nudity,47.0,2007-07-18,JP
Shigurui,Shigurui: Death Frenzy,TV,12.0,23.0,MANGA,SUMMER,Action;Drama;Psychological,Samurai;Gore;Swordplay;Body Horror;Historical;Nudity;Seinen;Rape;Primarily Adult Cast;Primarily Male Cast,69.0,2007-07-19,JP
Piano no Mori,,MOVIE,1.0,100.0,MANGA,SUMMER,Adventure;Comedy;Drama;Music,Primarily Child Cast;Classical Music;Male Protagonist;Coming of Age;Primarily Male Cast;School;Bullying;Rural;Seinen,73.0,2007-07-21,JP
Eisai Kyoiku,,OVA,1.0,19.0,VISUAL_NOVEL,SUMMER,Hentai,Teacher;School;Anal Sex;Rape;Irrumatio;Nakadashi,45.0,2007-07-25,JP
Megachu!,Oh! My Sex Goddess!,OVA,3.0,35.0,VISUAL_NOVEL,SUMMER,Hentai;Supernatural,Demons;Female Harem;Magic;Male Protagonist;Bondage;Gods;Rape;Boobjob;Cunnilingus;Nakadashi,57.0,2007-07-25,JP
Baccano!,Baccano!,TV,13.0,25.0,LIGHT_NOVEL,SUMMER,Action;Mystery;Supernatural,Mafia;Ensemble Cast;Crime;Achronological Order;Alchemy;Historical;Trains;Urban Fantasy;Foreign;Noir,81.0,2007-07-27,JP
Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,Tokyo Majin Season 2,TV,12.0,24.0,VIDEO_GAME,SUMMER,Action;Drama;Fantasy;Horror;Mystery,School;Demons;Zombie;Gore,68.0,2007-07-27,JP
Kappa no Coo to Natsuyasumi,Summer Days with Coo,MOVIE,1.0,138.0,ORIGINAL,SUMMER,Adventure;Comedy;Drama;Supernatural,Youkai;Environmental;Coming of Age;Male Protagonist;Family Life;Bullying;Rural;School;Kaiju;Historical,71.0,2007-07-28,JP
Tetsu no Ko Kanahiru,,MOVIE,1.0,32.0,OTHER,SUMMER,Fantasy,,73.0,2007-08-04,JP
NARUTO: Shippuuden Movie,Naruto Shippuden the Movie,MOVIE,1.0,94.0,ORIGINAL,SUMMER,Action;Adventure;Comedy;Fantasy,Shounen;Ninja;Super Power;Male Protagonist;Demons;Gods;Shrine Maiden;Gender Bending,69.0,2007-08-04,JP
Red Garden: Dead Girls,,OVA,1.0,44.0,ORIGINAL,SUMMER,Mecha;Mystery,Cyberpunk;Death Game;Female Protagonist;Primarily Female Cast,57.0,2007-08-08,JP
Bokusatsu Tenshi Dokuro-chan 2,Bludgeoning Angel Dokuro-chan 2,OVA,2.0,26.0,LIGHT_NOVEL,SUMMER,Comedy;Ecchi;Supernatural,Slapstick;Surreal Comedy;Magic;Angels;Female Protagonist;Male Protagonist;Gore;Kuudere;Nudity;School,61.0,2007-08-11,JP
Vexille: 2077 Nihon Sakoku,Vexille: 2077 Isolation of Japan,MOVIE,1.0,110.0,ORIGINAL,SUMMER,Action;Sci-Fi,Military;CGI;Robots;Female Protagonist;Love Triangle;Dystopian;Real Robot;Full CGI;Cyberpunk;Conspiracy,63.0,2007-08-18,JP
"Dai-chan, Daisuki.",,MOVIE,1.0,77.0,OTHER,SUMMER,Drama;Slice of Life,School;Disability;Language Barrier,73.0,2007-08-18,JP
Tenpou Ibun Ayakashi Ayashi: Ayashi Shinkyoku,Ghost Slayers Ayashi: Inferno OVA,OVA,5.0,30.0,ORIGINAL,SUMMER,Action;Drama;Supernatural,Historical,59.0,2007-08-22,JP
Hitozuma Cosplay Kissa 2: Hitozuma LoveLove - Cosplay OVA,,OVA,2.0,30.0,VISUAL_NOVEL,SUMMER,Hentai,Cosplay;Maids;Male Protagonist,56.0,2007-08-24,JP
Magical Moe,,OVA,1.0,24.0,ORIGINAL,SUMMER,Hentai,Magic;Rape;Bondage;Large Breasts;Female Protagonist;Nakadashi;Tentacles;Fellatio;Masturbation;Yuri,40.0,2007-08-24,JP
Tamala 2010: A Punk Cat in Space OVA,,OVA,2.0,17.0,ORIGINAL,SUMMER,Sci-Fi,Anthropomorphism;Primarily Animal Cast;Conspiracy;Space;Mythology;Urban;Parody;Cyberpunk;CGI;Female Protagonist,46.0,2007-08-24,JP
Saishuu Shiken Kujira,,ONA,12.0,5.0,VISUAL_NOVEL,SUMMER,Comedy;Drama;Ecchi;Mystery;Romance;Supernatural,School;Super Robot;Aliens;Heterosexual,43.0,2007-08-25,JP
After... The Animation,After... The Animation,OVA,2.0,27.0,VISUAL_NOVEL,SUMMER,Hentai,Public Sex;Love Triangle;School;Nakadashi;Female Harem;Incest;Rape;Masturbation,50.0,2007-08-25,JP
H.P. Lovecraft no Dunwich Horror Sonohoka no Monogatari,,OVA,1.0,46.0,OTHER,SUMMER,Horror,Cosmic Horror;Classic Literature;Foreign;Stop Motion,52.0,2007-08-28,JP
Inyoku Tokkyuu Zetsurinou,Hentai Express,OVA,1.0,30.0,ORIGINAL,SUMMER,Hentai,Bondage;Rape;Tentacles,47.0,2007-08-31,JP
Houkago 2: Hajirau Hana wa Murete Amaku,,OVA,1.0,30.0,VISUAL_NOVEL,SUMMER,Hentai,,49.0,2007-08-31,JP
